grid_id,cell_size_m,centroid_lon,centroid_lat,project_crs,research_aoi_only,nearest_anchor,nearest_anchor_m,nearest_route_evidence,nearest_route_evidence_m,visual_route_evidence,route_evidence_confidence,vegetation_gis_status,terrain_source_status,overall_reconstruction_evidence,research_priority,focus_envelope_heuristic,warning,veg2024_layer_status,veg2024_crs,veg2024_use_note,terrain_best_dem_resolution,evidence_grade_revision
G038_037,250,138.655726,35.514292,EPSG:6676,True,Lake Saiko Bat Cave,2817.4,Saiko cave / viewpoint evidence chain,2817.4,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_038,250,138.65573,35.516545,EPSG:6676,True,Lake Saiko Bat Cave,3028.8,Saiko cave / viewpoint evidence chain,3028.8,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_039,250,138.655735,35.518799,EPSG:6676,True,Lake Saiko Bat Cave,3245.7,Saiko cave / viewpoint evidence chain,3245.7,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_040,250,138.655739,35.521052,EPSG:6676,True,Lake Saiko Bat Cave,3467.1,Saiko cave / viewpoint evidence chain,3467.1,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_041,250,138.655743,35.523305,EPSG:6676,True,Lake Saiko Bat Cave,3692.1,Saiko cave / viewpoint evidence chain,3692.1,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_042,250,138.655748,35.525559,EPSG:6676,True,Lake Saiko Bat Cave,3920.2,Saiko cave / viewpoint evidence chain,3920.2,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_043,250,138.655752,35.527812,EPSG:6676,True,Lake Saiko Bat Cave,4150.8,Saiko cave / viewpoint evidence chain,4150.8,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G038_044,250,138.655756,35.530066,EPSG:6676,True,Lake Saiko Bat Cave,4383.5,Saiko cave / viewpoint evidence chain,4383.5,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_000,250,138.658319,35.430909,EPSG:6676,True,Omuro Cave,1900.0,Fugaku–Narusawa public cave corridor,4923.5,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_001,250,138.658323,35.433162,EPSG:6676,True,Omuro Cave,1653.2,Fugaku–Narusawa public cave corridor,4676.5,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_002,250,138.658327,35.435416,EPSG:6676,True,Omuro Cave,1407.6,Fugaku–Narusawa public cave corridor,4429.8,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_003,250,138.658332,35.437669,EPSG:6676,True,Omuro Cave,1163.8,Fugaku–Narusawa public cave corridor,4183.5,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_004,250,138.658336,35.439923,EPSG:6676,True,Omuro Cave,923.3,Fugaku–Narusawa public cave corridor,3937.6,Medium,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,False,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_005,250,138.658341,35.442176,EPSG:6676,True,Omuro Cave,689.6,Fugaku–Narusawa public cave corridor,3692.4,Medium,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_006,250,138.658345,35.44443,EPSG:6676,True,Omuro Cave,472.9,Fugaku–Narusawa public cave corridor,3447.8,Medium,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_007,250,138.658349,35.446683,EPSG:6676,True,Omuro Cave,311.0,Fugaku–Narusawa public cave corridor,3204.0,High,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_008,250,138.658354,35.448937,EPSG:6676,True,Omuro Cave,307.9,Fugaku–Narusawa public cave corridor,2961.2,High,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_009,250,138.658358,35.45119,EPSG:6676,True,Omuro Cave,466.8,Fugaku–Narusawa public cave corridor,2719.8,Medium,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_010,250,138.658363,35.453444,EPSG:6676,True,Omuro Cave,682.7,Fugaku–Narusawa public cave corridor,2480.1,Medium,Medium,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_011,250,138.658367,35.455697,EPSG:6676,True,Omuro Cave,916.0,Fugaku–Narusawa public cave corridor,2242.6,Medium,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_012,250,138.658371,35.457951,EPSG:6676,True,Omuro Cave,1156.4,Fugaku–Narusawa public cave corridor,2006.9,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_013,250,138.658376,35.460204,EPSG:6676,True,Omuro Cave,1400.1,Fugaku–Narusawa public cave corridor,1771.2,Low,Low,"covered by identified 1:25k vegetation GIS sheet(s): 533815,533805",GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_014,250,138.65838,35.462458,EPSG:6676,True,Narusawa Ice Cave,1554.0,Fugaku–Narusawa public cave corridor,1535.5,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_015,250,138.658385,35.464711,EPSG:6676,True,Narusawa Ice Cave,1339.2,Fugaku–Narusawa public cave corridor,1299.8,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_016,250,138.658389,35.466965,EPSG:6676,True,Narusawa Ice Cave,1138.8,Fugaku–Narusawa public cave corridor,1064.2,Low,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_017,250,138.658394,35.469218,EPSG:6676,True,Fugaku Wind Cave,917.4,Fugaku–Narusawa public cave corridor,828.5,Medium,Low,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P1,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_018,250,138.658398,35.471472,EPSG:6676,True,Fugaku Wind Cave,669.2,Fugaku–Narusawa public cave corridor,592.8,Medium,Medium,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_019,250,138.658402,35.473725,EPSG:6676,True,Fugaku Wind Cave,423.3,Fugaku–Narusawa public cave corridor,357.1,High,Medium,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_020,250,138.658407,35.475979,EPSG:6676,True,Fugaku Wind Cave,188.2,Fugaku–Narusawa public cave corridor,121.4,High,High,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_021,250,138.658411,35.478232,EPSG:6676,True,Fugaku Wind Cave,129.3,Fugaku–Narusawa public cave corridor,114.3,High,High,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_022,250,138.658416,35.480486,EPSG:6676,True,Fugaku Wind Cave,350.7,Fugaku–Narusawa public cave corridor,350.7,High,Medium,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,High,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_023,250,138.65842,35.482739,EPSG:6676,True,Fugaku Wind Cave,595.2,Fugaku–Narusawa public cave corridor,595.2,Medium,Medium,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
G039_024,250,138.658425,35.484993,EPSG:6676,True,Fugaku Wind Cave,843.0,Fugaku–Narusawa public cave corridor,843.0,Medium,Medium,covered by identified 1:25k vegetation GIS sheet(s): 533815,GSI terrain source identified; exact 1m/5m tile coverage not yet locally verified,Medium,P2,True,"Cell confidence measures evidence density, not whether the cell is inside the legal/geological/forest boundary.",Available across AOI via MoE Existing Vegetation Map 2024 raster/vector service; polygon source year varies by location (1999-2023),JGD2011 / EPSG:6668 for source polygons; web raster/vector tiles EPSG:3857,Use polygon attributes for biome/vegetation class; do not infer current individual tree positions. Cross-check against current orthophoto.,Unverified per-cell; use GSI hierarchy DEM1A > DEM5A > DEM5B > DEM5C > DEM10B,Prior evidence grade retained until actual DEM/vegetation geometry is ingested; western vegetation discovery gap is now closed at dataset-availability level.
